domain,url,html_file
mail.raofuturefinance.com.au,https://mail.raofuturefinance.com.au/rbfcu/login/ses/session_emma.php,data/raw/phishing/mail.raofuturefinance.com.au_bf76c1c4.html
z2l8e.com,https://z2l8e.com/,data/raw/phishing/z2l8e.com_919e5fae.html
551009o.cc,http://551009o.cc/,data/raw/phishing/551009o.cc_d98155b2.html
onlinemailstorage.com,http://onlinemailstorage.com/sa384108182/75f725364f552ef7a6392f25/index.php,data/raw/phishing/onlinemailstorage.com_2e898d15.html
pinbo3656c.com,https://pinbo3656c.com,data/raw/phishing/pinbo3656c.com_8296dfdd.html
steam.communitygamelist.com,https://steam.communitygamelist.com/sharedfiles/filedetails/id=326587551/,data/raw/phishing/steam.communitygamelist.com_a56886c3.html
551006r.cc,https://551006r.cc,data/raw/phishing/551006r.cc_6a061d9d.html
mypag.io,https://mypag.io/jVNeH1hchU,data/raw/phishing/mypag.io_7e2068c4.html
jskvpxnexp.work,https://jskvpxnexp.work/,data/raw/phishing/jskvpxnexp.work_cc98ca50.html
kkyjzcfcxq.club,http://kkyjzcfcxq.club/,data/raw/phishing/kkyjzcfcxq.club_eaf8ca40.html
526yabo.com,http://526yabo.com/,data/raw/phishing/526yabo.com_30191c17.html
551001p.cc,https://551001p.cc/,data/raw/phishing/551001p.cc_57c7e84c.html
www.grwebsites.com,https://www.grwebsites.com/free/wisch4owl/ee,data/raw/phishing/www.grwebsites.com_9e605a37.html
pb36555.net,http://pb36555.net,data/raw/phishing/pb36555.net_17c639cb.html
steamcommunrity.com,https://steamcommunrity.com/winter-gift-rust,data/raw/phishing/steamcommunrity.com_e161bc59.html
6503057365.com,http://6503057365.com,data/raw/phishing/6503057365.com_45d47a10.html
cpvip58.com,http://cpvip58.com,data/raw/phishing/cpvip58.com_a4a24ea5.html
77877bb.com,http://77877bb.com,data/raw/phishing/77877bb.com_ea13df4b.html
www.3656fzx.cc,http://www.3656fzx.cc/,data/raw/phishing/www.3656fzx.cc_796257b3.html
sellcentralamazonsupport-de.publittec.com.br,https://sellcentralamazonsupport-de.publittec.com.br/amazonde2024/index/openid.pape.max.nextotp.html,data/raw/phishing/sellcentralamazonsupport-de.publittec.com.br_c59d37f5.html
bet83036.com,https://bet83036.com/egame/136,data/raw/phishing/bet83036.com_0a038b28.html
advancedsystemrepair.com,https://advancedsystemrepair.com/Purchase/ASR-Pro-PGVPN.php?tid=,data/raw/phishing/advancedsystemrepair.com_2c474cb5.html
szf0jj-vd.myshopify.com,https://szf0jj-vd.myshopify.com/92036071697/invoices/a15d1d1623794fd7c16381f934e7cf0d,data/raw/phishing/szf0jj-vd.myshopify.com_eb4e67ef.html
testing.notificationalerts.net,http://testing.notificationalerts.net/static/oijfdoiwepq98ruy892134987123g4589y0gv2138y4rgv128y3g4r80g230rq4/templates/Login-6/,data/raw/phishing/testing.notificationalerts.net_c9e0da81.html
www.positivestrokes.net,http://www.positivestrokes.net/.a6g08/3mail@b.c,data/raw/phishing/www.positivestrokes.net_9b15c4cd.html
l5h3b.com,http://l5h3b.com/,data/raw/phishing/l5h3b.com_46fdcff1.html
0431saibo.com,https://0431saibo.com/,data/raw/phishing/0431saibo.com_c0279849.html
metacase2661.com,https://metacase2661.com/login-facebook.php,data/raw/phishing/metacase2661.com_ba3dc588.html
steamcommuntily.com,http://steamcommuntily.com/tradeoffer/new/?partner=1970605216&token=hK3VWGgL,data/raw/phishing/steamcommuntily.com_3757bdc1.html
6666999.vip,http://6666999.vip,data/raw/phishing/6666999.vip_7c94bb60.html
teronomy.bausper.com,https://teronomy.bausper.com/en/,data/raw/phishing/teronomy.bausper.com_343e3b23.html
tokenp0ckkt.click,https://tokenp0ckkt.click/,data/raw/phishing/tokenp0ckkt.click_7b27e3b8.html
sacop.edu.in,https://sacop.edu.in/uas/login.html,data/raw/phishing/sacop.edu.in_bad6485f.html
app-office06voicemail-protections.com,http://app-office06voicemail-protections.com/b21ee53ea7eb0adb733ec047ed7a49036656042812ef4LOGb21ee53ea7eb0adb733ec047ed7a49036656042812ef5,data/raw/phishing/app-office06voicemail-protections.com_e185f95f.html
metasupport-potarl-checkpoint153171641048.abaytravel.com,https://metasupport-potarl-checkpoint153171641048.abaytravel.com/meta-community-standard.php,data/raw/phishing/metasupport-potarl-checkpoint153171641048.abaytravel.com_9de7593e.html
hulizenmnj.com,http://hulizenmnj.com/,data/raw/phishing/hulizenmnj.com_d01f8fb6.html
chiuneu.com,http://chiuneu.com/,data/raw/phishing/chiuneu.com_f4d16f39.html
times2invest.com,https://times2invest.com/wpimages/none/bonne/index.html,data/raw/phishing/times2invest.com_d04f9330.html
surl.li,https://surl.li/ylhpcz,data/raw/phishing/surl.li_ed876ba3.html
misty-paper-6918.on.fleek.co,https://misty-paper-6918.on.fleek.co/,data/raw/phishing/misty-paper-6918.on.fleek.co_c780f050.html
f551009.cc,https://f551009.cc/,data/raw/phishing/f551009.cc_d0fa849e.html
telegrams-r.com,http://telegrams-r.com,data/raw/phishing/telegrams-r.com_bb522155.html
www.trepelo.com,https://www.trepelo.com/cmp/223GDT1/R1T86S/?__rpt=0&amp;amp;__po=25970&amp;amp;__ptid=1b53d4a4df85471598cbc8d81d93fd1c&amp;amp;__rpa=0&amp;amp;__rc=1&amp;amp;sub1=6e2f61c3fa1f4b56a37a29651519738b&amp;amp;sub2=&amp;amp;sub3=&amp;amp;sub4=&amp;amp;sub5=&amp;amp;source_id=&amp;amp;__pcd=9,data/raw/phishing/www.trepelo.com_77f1f0f7.html
appevents.snx.es,https://appevents.snx.es/handler.php,data/raw/phishing/appevents.snx.es_d52bb670.html
myjobdhl.earcu.com,https://myjobdhl.earcu.com/jobs/vacancy/33957/applicationlogin/,data/raw/phishing/myjobdhl.earcu.com_4f32d74c.html
wap.ccsguns.com,http://wap.ccsguns.com/,data/raw/phishing/wap.ccsguns.com_ed4c8e60.html
rplg.co,http://rplg.co/e6726412,data/raw/phishing/rplg.co_c4081bcb.html
culicamping.com,https://culicamping.com/ceFCOCKYiiBtbPS/,data/raw/phishing/culicamping.com_575242a4.html
quangcaobus.com,https://quangcaobus.com/wp-admin/cgi-/mex/blob.html,data/raw/phishing/quangcaobus.com_7f478b11.html
757813.com,https://757813.com,data/raw/phishing/757813.com_5c0c3a76.html
77260ba.com,http://77260ba.com,data/raw/phishing/77260ba.com_f8e5122e.html
ef365.3656aak.cc,http://ef365.3656aak.cc,data/raw/phishing/ef365.3656aak.cc_360cccdc.html
www.support-meta-account.click,http://www.support-meta-account.click,data/raw/phishing/www.support-meta-account.click_f412aba1.html
www.it-supportdesk.com,https://www.it-supportdesk.com/signin?t=eyJhbGciOiJIUzI1NiJ9.eyJ0cmFja2luZ190b2tlbiI6ImRiNjcxMGVkLWZmNDktNGFmMy1iZTU4LTJkODJhN2U0MmRlNSIsImNlbGwiOiJodHRwczovL3FnYmZ3b3c2MGYuZXhlY3V0ZS1hcGkudXMtd2VzdC0yLmFtYXpvbmF3cy5jb20vcHJvZC9hcGkvcGhpc2hpbmdjYW1wYWlnbiIsImNhbXBhaWduX3Rva2VuIjoiMTc4MjRmZGEtYTFiMy00MDdkLWI3N2YtMzkwMTA2N2M2MzFlIiwidGVzdF90b2tlbiI6ZmFsc2UsImV4dGVybmFsX3RyYWluaW5nIjpmYWxzZSwiZGlyZWN0X2RlbGl2ZXJ5Ijp0cnVlLCJpYXQiOjE3NDAwNzA4ODAsImlzcyI6Imh0dHBzOi8vYXBwLnBoaXNodGhyZWF0LmNvbSIsImV4cCI6MTc0Nzg0Njg4MH0.8ctZ0BaBcOJ0FseNZmK9uzuAeW7_rYzW4mzSQxlfQ0Q,data/raw/phishing/www.it-supportdesk.com_d3897955.html
spotifyinfo.com,https://spotifyinfo.com/apk/,data/raw/phishing/spotifyinfo.com_008f5513.html
www.dropbox.com,https://www.dropbox.com/scl/fi/dkzlsahkdzz23seojkb9c/Bt-Internet.papert?dl=0&rlkey=0m4cfikz32lt8885e2i6trchz&st=12xt8lhl,data/raw/phishing/www.dropbox.com_cbdfc259.html
551006m.cc,http://551006m.cc,data/raw/phishing/551006m.cc_8e31bc7a.html
autoandmarineupholstery.com,https://autoandmarineupholstery.com/archiev/policy.html,data/raw/phishing/autoandmarineupholstery.com_0f2c419e.html
spectrumtwcroadrunner3.weebly.com,https://spectrumtwcroadrunner3.weebly.com/?user-agent=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20,data/raw/phishing/spectrumtwcroadrunner3.weebly.com_944d3a13.html
app.amzonexe.com,https://app.amzonexe.com,data/raw/phishing/app.amzonexe.com_541b557f.html
870088.com,https://870088.com,data/raw/phishing/870088.com_2a6f5bdc.html
40142775365.com,http://40142775365.com,data/raw/phishing/40142775365.com_e77b4119.html
gemeeminlogin.webflow.io,https://gemeeminlogin.webflow.io/,data/raw/phishing/gemeeminlogin.webflow.io_201464fe.html
4093070365.com,http://4093070365.com,data/raw/phishing/4093070365.com_e82415b8.html
paypalloginin-usa.blogspot.com.eg,http://paypalloginin-usa.blogspot.com.eg/,data/raw/phishing/paypalloginin-usa.blogspot.com.eg_1b95ea39.html
qvs.ryd.mybluehostin.me,https://qvs.ryd.mybluehostin.me/test/login.html,data/raw/phishing/qvs.ryd.mybluehostin.me_9398439a.html
551005.co,https://551005.co/,data/raw/phishing/551005.co_027dcc6b.html
forupsite.com,https://forupsite.com/landingpages/3fd83007-fc62-4ee1-be6e-376e03991247/pibtliyffepp5qziielg2eterwfbvmaobq2way8cbqa,data/raw/phishing/forupsite.com_d857b4c8.html
xsin.it,https://xsin.it/95dhb9?/www.instagram.com/p/?igsh=eTJsdTJkMXM2aDRp,data/raw/phishing/xsin.it_2228df48.html
aa68888.com,http://aa68888.com,data/raw/phishing/aa68888.com_73c89700.html
rolls3.com,http://rolls3.com/,data/raw/phishing/rolls3.com_61859f18.html
www.smobilliilaafipnkki.com,http://www.smobilliilaafipnkki.com/,data/raw/phishing/www.smobilliilaafipnkki.com_dbfaa122.html
q551001.com,https://q551001.com/,data/raw/phishing/q551001.com_e136febf.html
luxurytraveller.info,https://luxurytraveller.info/wp-includes/customize/connection-compte.php/,data/raw/phishing/luxurytraveller.info_5815cc3b.html
telegrrm.vip,https://telegrrm.vip/,data/raw/phishing/telegrrm.vip_a62e747e.html
www.anelectriciancom.com,http://www.anelectriciancom.com/,data/raw/phishing/www.anelectriciancom.com_ba876f09.html
training.proabled.com,https://training.proabled.com/pp.php,data/raw/phishing/training.proabled.com_fd57ddc4.html
paytollxvhj.vip,https://paytollxvhj.vip/,data/raw/phishing/paytollxvhj.vip_edfc2bff.html
url.in.th,https://url.in.th/MjcLc,data/raw/phishing/url.in.th_0e37299c.html
ubaregister.com.ng,https://ubaregister.com.ng/za/abeta/second/apple/,data/raw/phishing/ubaregister.com.ng_074f7f85.html
paytollrbzx.vip,https://paytollrbzx.vip/,data/raw/phishing/paytollrbzx.vip_e00ef42b.html
steamesconmmunity.com,https://steamesconmmunity.com/10429109538,data/raw/phishing/steamesconmmunity.com_16c47774.html
paginaprincipalpse.ucoz.net,https://paginaprincipalpse.ucoz.net/co/,data/raw/phishing/paginaprincipalpse.ucoz.net_734606ae.html
caixadirectasuporteglobalpt.com,http://caixadirectasuporteglobalpt.com/chat.php,data/raw/phishing/caixadirectasuporteglobalpt.com_3a554478.html
www.sandiferreteria.com,https://www.sandiferreteria.com/i/?bGFuZz1lbiZzdj1nZW5lcmFsJnJib3g9Y2hyaXN0b3BoZXI#info@domain.it,data/raw/phishing/www.sandiferreteria.com_90f6d782.html
steamecommunnity.com,https://steamecommunnity.com/104291862,data/raw/phishing/steamecommunnity.com_5fb4b1c6.html
cerventanas.cl,http://cerventanas.cl/wp-admin/css/-/spotify/auth/login.php,data/raw/phishing/cerventanas.cl_33c2395a.html
paytollzfec.vip,https://paytollzfec.vip/,data/raw/phishing/paytollzfec.vip_206c1ca7.html
repuestoscomara.cl,https://repuestoscomara.cl/cl/f,data/raw/phishing/repuestoscomara.cl_fa2fb179.html
www.ruyi-infotech.com,https://www.ruyi-infotech.com/web3/12524.html,data/raw/phishing/www.ruyi-infotech.com_2f40e2da.html
1l4yo.trk.elasticemail.com,https://1l4yo.trk.elasticemail.com/tracking/click?d=0XhJ-1JDtYZJhckSXYAxspryoD5BT0Pi0ne-EKDBuc01hDINVMYBybR2NeQUyYo9m6LsB1E8rL9FJ4TEYi49nxrd0ooJuxHoWr_-15XfNV-CK0pa8axBfbvx5nCzV29tQfnCoK8n_wVtLPZzsWd_lr8zYAu1rOfsmOLPGP16benuzHm23XOB9-tnH5xYmTVdNrCRGovU187kMDrac9a-jlgq4Dc1wXXlL4P8yQjomO-vk-Iiu6HFS5W340i8IQvpIP_cMKSoy6DcDxM-1--bBNzod3paTuGNUbCY7NI_kHM4-VbhKxOZqZltXlriB1L4ZAT_peX1GFBpQiZnsV9I3801,data/raw/phishing/1l4yo.trk.elasticemail.com_f49c4215.html
mejorahub.com,https://mejorahub.com/newPP,data/raw/phishing/mejorahub.com_d57310c7.html
paytolllsmh.vip,https://paytolllsmh.vip/,data/raw/phishing/paytolllsmh.vip_71857bd7.html
cs-portalintranet.com,https://cs-portalintranet.com/pf/8b9973a8-3430-46ea-9519-b553932b8b6f/,data/raw/phishing/cs-portalintranet.com_d60c79fc.html
bet365365.bet,https://bet365365.bet,data/raw/phishing/bet365365.bet_ebfe6c78.html
telegrampw.cc,https://telegrampw.cc/ZH/,data/raw/phishing/telegrampw.cc_5f7023a2.html
paypalloginin-usa.blogspot.com,https://paypalloginin-usa.blogspot.com/2023/02/,data/raw/phishing/paypalloginin-usa.blogspot.com_4aa5ef70.html
6336563365.com,http://6336563365.com/,data/raw/phishing/6336563365.com_f23e5508.html
ma-livraison-suivi.com,https://ma-livraison-suivi.com/index.php,data/raw/phishing/ma-livraison-suivi.com_8c2f34cf.html
cloudnetfiji.com,https://cloudnetfiji.com/dropbox/Security/loading.php/,data/raw/phishing/cloudnetfiji.com_b71916e0.html
eugeniewun16892-sunion60934.pages.dev,https://eugeniewun16892-sunion60934.pages.dev/help/contact/7938419423811562606:4700:310c::ac42:2f84/,data/raw/phishing/eugeniewun16892-sunion60934.pages.dev_a63fb991.html
www.picue.net,http://www.picue.net/,data/raw/phishing/www.picue.net_bb8614d2.html
www.cs2buff163.com,https://www.cs2buff163.com,data/raw/phishing/www.cs2buff163.com_08117df0.html
supplieradvisor.ciamlogin.com,https://supplieradvisor.ciamlogin.com/3159c7b1-0c6d-42f1-9929-f2bd2daef8bf/oauth2/v2.0/authorize?client_id=24527ed8-70ec-4b3c-9d39-d9e70c6094a4&redirect_uri=https%3A%2F%2Fconsole-dev.supplieradvisor.com%2Fsignin-oidc&response_type=code&scope=openid%20profile%20offline_access&code_challenge=2kwdvgUWEXIDIWdomoi9b6Nq6VA6HS62-tgAEQEDMUM&code_challenge_method=S256&response_mode=form_post&nonce=638774903460584217.MGM4MWU5ZGMtNThiZi00YjIwLWI3YjctYmRlM2M0N2ZlYzczMDg5ZTVlMWUtZWVhOS00MTM1LWEyMDQtMmFmMzI4ZDljMDQz&client_info=1&x-client-brkrver=IDWeb.3.1.0.0&state=CfDJ8FpsUIYUW-hJlzGNcSUaHwmL3MD1hpnEjyXbLG3U1ugU1RflaZy7yaX5_iYsbuWPXYgcvN57joEgar9xRQ-DJSdSyKZMsi2hWhAnfaRpUa6eGVgLIuMjNrQ33XzB05yLt87vfqGbXDHjS5Rtefz9uqHOQJfPezP7OTl7lN3SyH9V-FW3Odtj7vK3_3jmuKdZ0Ucz3Aade4k8Z-YH1J6iX3xvps1SX80iKYnKD5ycCi2VUwXYJ0yHQcsxYIBlEvrjEDnNyTvMrk0O62AycuhcuQKa3sZnt5AEHrwI1Br0q6UelpVQgo5YFwTYNIBygVdpM1O4xBuMOQIybqpW3JtojqDUilAmjQPUwDobWtwrA7OhC6kJKDDM5M6-K0nbWb6nRAO_DbrGCEjEqzQhX0UN69U&x-client-SKU=ID_NET8_0&x-client-ver=8.0.2.0,data/raw/phishing/supplieradvisor.ciamlogin.com_2ccceccc.html
