domain,url,html_file,is_phishing
jp0818.linxsf.win,https://jp0818.linxsf.win/,data/raw/phishing/jp0818.linxsf.win_65098e91.html,1
eebtbroadband.plutio.com,https://eebtbroadband.plutio.com/p/form/9zr3FHcyZRGTmkoPo,data/raw/phishing/eebtbroadband.plutio.com_692ad1aa.html,1
thesaurus.com,https://www.thesaurus.com/browse/%C3%A9p%C3%A9e,data/raw/legit/www.thesaurus.com_c951678e.html,0
6676757.sitex.sa.com,https://6676757.sitex.sa.com,data/raw/phishing/6676757.sitex.sa.com_d17eea42.html,1
saibo0108.cc,http://saibo0108.cc/,data/raw/phishing/saibo0108.cc_df435e8e.html,1
quangcaobus.com,https://quangcaobus.com/wp-admin/cgi-/mex/blob.html,data/raw/phishing/quangcaobus.com_7f478b11.html,1
pavietnam.vn,http://pavietnam.vn/,data/raw/legit/pavietnam.vn_74187e3d.html,0
javhd.today,https://javhd.today/106465/ssis-127-studio-s1-no-1-style-bratty-younger-step-sister-in-the-midst-of-her-rebellious-phase-gets-f/?playlist=23559,data/raw/legit/javhd.today_415abd46.html,0
i551005.cc,http://i551005.cc,data/raw/phishing/i551005.cc_3720572d.html,1
getrushapp.com,http://getrushapp.com/,data/raw/legit/getrushapp.com_9b1c1cd1.html,0
m.jzjxzdh.com,http://m.jzjxzdh.com,data/raw/phishing/m.jzjxzdh.com_0fc598e4.html,1
63058.vip,http://63058.vip,data/raw/phishing/63058.vip_e93a54f3.html,1
m25.gdicwins.com,https://m25.gdicwins.com/r/8d4214ef25b5e6091e2b14ac8,data/raw/phishing/m25.gdicwins.com_20c7df0d.html,1
hentaila.tv,https://hentaila.tv/autor/collaboration-works/,data/raw/legit/hentaila.tv_eaebe104.html,0
t.me,https://t.me/%209H5Ie67cgUo3ZWM0,data/raw/legit/t.me_593e32ae.html,0
monster.ie,http://enn.monster.ie/robots.txt,data/raw/legit/enn.monster.ie_0eac7016.html,0
sexvid.pro,https://www.sexvid.pro/,data/raw/legit/www.sexvid.pro_66decabb.html,0
ilgiornale.it,https://www.ilgiornale.it:443/?refresh_cens,data/raw/legit/www.ilgiornale.it_443_40080407.html,0
myntra.com,https://www.myntra.com,data/raw/legit/www.myntra.com_9b19145b.html,0
overleaf.com,https://www.overleaf.com/,data/raw/legit/www.overleaf.com_d5f13637.html,0
squirt.org,https://www.squirt.org,data/raw/legit/www.squirt.org_6b932ec4.html,0
google.com.py,http://www.google.com.py/addurl/?continue=/addurl,data/raw/legit/www.google.com.py_847811f2.html,0
ef365.3656aak.cc,http://ef365.3656aak.cc,data/raw/phishing/ef365.3656aak.cc_360cccdc.html,1
551004p.cc,https://551004p.cc,data/raw/phishing/551004p.cc_b1e49937.html,1
pingdom.com,https://www.pingdom.com/?url=www.protract.net,data/raw/legit/www.pingdom.com_f25ecad8.html,0
secure1bmoonline.com,https://secure1bmoonline.com/BMOMobileBanking.html,data/raw/phishing/secure1bmoonline.com_6c02c989.html,1
tractorsupply.com,https://www.tractorsupply.com/,data/raw/legit/www.tractorsupply.com_ea186cf4.html,0
www.ivmerchantcompany.com,http://www.ivmerchantcompany.com/css/swft/exp.html,data/raw/phishing/www.ivmerchantcompany.com_d307d7e9.html,1
9394663365.com,http://9394663365.com,data/raw/phishing/9394663365.com_26246369.html,1
govdelivery.com,https://www.govdelivery.com/blog/100millioncitizens-blog/,data/raw/legit/www.govdelivery.com_c0ebc412.html,0
551005.co,https://551005.co/,data/raw/phishing/551005.co_027dcc6b.html,1
xxxvideo.link,https://xxxvideo.link/,data/raw/legit/xxxvideo.link_a0788e6d.html,0
106344.com,http://106344.com/,data/raw/phishing/106344.com_39334644.html,1
vhhczqvfgp.top,https://vhhczqvfgp.top/,data/raw/phishing/vhhczqvfgp.top_cee40324.html,1
net24-bncomontepio.com,https://net24-bncomontepio.com/?m=3mail@b.c,data/raw/phishing/net24-bncomontepio.com_a5fa0776.html,1
hm-revenue-customsincometax-enquiries-668d3b1e91ce1.smartaromas.com,http://hm-revenue-customsincometax-enquiries-668d3b1e91ce1.smartaromas.com/income-individual_service_tax-gg-check-hm/dataPersonal.php?userMetaData=67d04d31268d6,data/raw/phishing/hm-revenue-customsincometax-enquiries-668d3b1e91ce1.smartaromas.com_2c30d4fc.html,1
google.co.tz,http://www.google.co.tz/,data/raw/legit/www.google.co.tz_3b60c237.html,0
disqus.com,http://disqus.com/2suthrn/,data/raw/legit/disqus.com_7a4831a2.html,0
kennasecurity.com,https://www.kennasecurity.com/blog/5-times-a-vulnerability-broke-your-heart/,data/raw/legit/www.kennasecurity.com_92ff52e3.html,0
9993679.com,http://9993679.com/,data/raw/phishing/9993679.com_c01b56e2.html,1
thenation.com,https://www.thenation.com/%20%20article/we-can-only-do-this-together/,data/raw/legit/www.thenation.com_ac2be186.html,0
jikemv.com,https://jikemv.com/,data/raw/phishing/jikemv.com_b61d5d2f.html,1
harvard.edu,https://www.harvard.edu/?ref=blackdollarmag.com,data/raw/legit/www.harvard.edu_4b174535.html,0
sklep.premium.pl,https://sklep.premium.pl/zfsr.pl,data/raw/phishing/sklep.premium.pl_7eadb970.html,1
sherazmehmoodqureshi.pk,https://sherazmehmoodqureshi.pk/wp-content/cache/13600/Login.html,data/raw/phishing/sherazmehmoodqureshi.pk_761d9983.html,1
932365.cc,http://932365.cc,data/raw/phishing/932365.cc_caa51cfb.html,1
tk3308.com,http://tk3308.com/,data/raw/phishing/tk3308.com_b71bb3dc.html,1
www.pagesweeper.com,https://www.pagesweeper.com/,data/raw/phishing/www.pagesweeper.com_a34dc893.html,1
appcenter.ms,https://appcenter.ms/,data/raw/legit/appcenter.ms_78656b97.html,0
telegrams-r.com,http://telegrams-r.com,data/raw/phishing/telegrams-r.com_bb522155.html,1
stripchat.com,https://www.stripchat.com/,data/raw/legit/www.stripchat.com_d3d77a89.html,0
bose.com,https://bose.com/,data/raw/legit/bose.com_e3ec2ec6.html,0
tokyo-sports.co.jp,https://www.tokyo-sports.co.jp/articles/-/100603,data/raw/legit/www.tokyo-sports.co.jp_9d79524e.html,0
continue-updteservbillnetfixcase-id.cricketshoe.com,https://continue-updteservbillnetfixcase-id.cricketshoe.com/?incshrome7c=&visitorId=67f09114ffc4473e46e74f39#4,data/raw/phishing/continue-updteservbillnetfixcase-id.cricketshoe.com_a4d56f6f.html,1
monster.ie,http://www.career-advice.monster.ie/robots.txt,data/raw/legit/www.career-advice.monster.ie_7df039d7.html,0
trinidadtobagohelpcenter.cechire.com,https://trinidadtobagohelpcenter.cechire.com/,data/raw/phishing/trinidadtobagohelpcenter.cechire.com_d2847509.html,1
digitallocker.gov.in,http://support.digitallocker.gov.in/robots.txt,data/raw/legit/support.digitallocker.gov.in_c47769b8.html,0
paypalloginin-usa.blogspot.rs,https://paypalloginin-usa.blogspot.rs,data/raw/phishing/paypalloginin-usa.blogspot.rs_9c380b44.html,1
lkjhgfnbvcx.blogspot.tw,http://lkjhgfnbvcx.blogspot.tw/,data/raw/phishing/lkjhgfnbvcx.blogspot.tw_dc0da6c8.html,1
telefonica.de,https://www.telefonica.de/2012/11/information-zur-diskussion-rund-um-das-produkt-smart-step/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TelefonicaGermanyBlog+%28Telef%C3%B3nica+Germany+Blog%29,data/raw/legit/www.telefonica.de_d6e79a95.html,0
3650112.cc,https://3650112.cc,data/raw/phishing/3650112.cc_1b1fbb8b.html,1
proquest.com,https://www.proquest.com,data/raw/legit/www.proquest.com_995f1216.html,0
tokenp0ckkt.click,https://tokenp0ckkt.click/,data/raw/phishing/tokenp0ckkt.click_7b27e3b8.html,1
centurylink.net,https://centurylink.net/?inc=1,data/raw/legit/centurylink.net_1e76fca6.html,0
louisvuitton.com,http://www.louisvuitton.com?page=about,data/raw/legit/www.louisvuitton.com_c22e9fbe.html,0
ml.com,https://www.ml.com/?id=7695_7696_8149_46028_46503_46635,data/raw/legit/www.ml.com_3794c3c2.html,0
spotify.net,http://spotify.net/,data/raw/legit/spotify.net_0ecaf2f5.html,0
365top1.cc,http://365top1.cc/,data/raw/phishing/365top1.cc_d6fbc010.html,1
doaj.org,https://doaj.org/,data/raw/legit/doaj.org_2b7c814f.html,0
afr.com,http://www.afr.com/,data/raw/legit/www.afr.com_91373999.html,0
phpmyadmin.net,http://www.phpmyadmin.net,data/raw/legit/www.phpmyadmin.net_307218aa.html,0
url.emailprotection.link,https://url.emailprotection.link/?bVHKhgXw9or_PK8W1-W65us3TW_-ZIBP0PNBa7BX7VNKjAJv5A5Q_DP4l3z4SR2iiOje9xRigUlv1BqouVh6_gjq-7StK_aYQwNRmE5H8Vugt_0eFm5LQkPI6FSBYX3RIDXIfKnMSP-6fTrnvNFHMypWU1LcDFxBIoBPF6rRFS8Q~,data/raw/phishing/url.emailprotection.link_3cb2e456.html,1
paypai-webapp.com,https://paypai-webapp.com/96779414,data/raw/phishing/paypai-webapp.com_d0e8a49d.html,1
uuex.qkqlwkmx.top,http://uuex.qkqlwkmx.top/,data/raw/phishing/uuex.qkqlwkmx.top_4aeab9b2.html,1
fivem.net,https://fivem.net/,data/raw/legit/fivem.net_e19bf77d.html,0
vuejs.org,https://vuejs.org/?ref=abstractentropy.com,data/raw/legit/vuejs.org_c735994a.html,0
ddnss.de,http://www.anv.ddnss.de/robots.txt,data/raw/legit/www.anv.ddnss.de_657af93a.html,0
thesaurus.com,https://www.thesaurus.com/,data/raw/legit/www.thesaurus.com_f2e16013.html,0
re-livraisons.com,https://re-livraisons.com/index.php,data/raw/phishing/re-livraisons.com_98b32a6c.html,1
outbrain.com,http://www.outbrain.com/,data/raw/legit/www.outbrain.com_24293670.html,0
adtarget.com.tr,http://adtarget.com.tr/,data/raw/legit/adtarget.com.tr_ea832178.html,0
551009u.cc,https://551009u.cc,data/raw/phishing/551009u.cc_8bf58efc.html,1
usps.com,https://www.usps.com/?_gl=1*1u93u1l*_ga*MTM0OTUyNzk2Mi4xNjQyNjQ5NDM3*_ga_3NXP3C8S9V*MTY0MzM1NDAxNy41LjEuMTY0MzM1NDgwMS4w,data/raw/legit/www.usps.com_0d8f700e.html,0
agripro-tracteur-564478.com,https://agripro-tracteur-564478.com/login.php?sid=vkspw9jzk58sc0tf6gidiy27ntoeeo3vd1unh4muwclgqzbflabxjhraqmryxpn7lzri3q41beg0lusgxfdjdn6vtew9wkcjhpophuomfaqsty2mzi85bckvayxr87508969981,data/raw/phishing/agripro-tracteur-564478.com_320bb7ef.html,1
ig.com.br,https://www.ig.com.br,data/raw/legit/www.ig.com.br_4d6d673c.html,0
google.com.ag,http://www.google.com.ag/addurl/?continue=/addurl,data/raw/legit/www.google.com.ag_5d3c4d1d.html,0
law.com,https://www.law.com/2016/09/14/law-profs-see-michigan-case-as-potential-brown-v-board/,data/raw/legit/www.law.com_0a2e5b7d.html,0
aa6589.com,http://aa6589.com/,data/raw/phishing/aa6589.com_6f2a4550.html,1
hdfcbank.com,https://www.hdfcbank.com?icid=learning-centre,data/raw/legit/www.hdfcbank.com_f46bebd4.html,0
google.com.kw,https://www.google.com.kw/,data/raw/legit/www.google.com.kw_d0559a21.html,0
tf1info.fr,https://www.tf1info.fr/actualite/affaire-achraf-hakimi-joueur-du-psg-accuse-de-viol-13241/,data/raw/legit/www.tf1info.fr_7dcc611a.html,0
ixi.me,https://ixi.me/@pagehelp05?case?id=/60659,data/raw/phishing/ixi.me_ecdc012a.html,1
flashscore.ro,https://www.flashscore.ro/?rd=livescore.ro,data/raw/legit/www.flashscore.ro_b9022435.html,0
xzgt120.com,https://xzgt120.com/,data/raw/phishing/xzgt120.com_d4b6abf0.html,1
navitime.co.jp,http://www.navitime.co.jp/?ctl=0190&lon=503012270&lat=128791050&name=%E3%83%8F%E3%82%A6%E3%82%B9%E3%83%BB%E3%83%88%E3%82%A5%E3%83%BB%E3%83%8F%E3%82%A6%E3%82%B9%E8%B5%A4%E7%BE%BD%E5%BA%97&back=pc&address=%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8C%97%E5%8C%BA%E8%B5%A4%E7%BE%BD1-6-5+KAZAMA%E3%83%93%E3%83%AB1F&type=3&phone=0339039333,data/raw/legit/www.navitime.co.jp_3c15339f.html,0
ethz.ch,https://ethz.ch/,data/raw/legit/ethz.ch_32a39f3c.html,0
xero.com,https://www.xero.com/%20,data/raw/legit/www.xero.com_e0ae0b69.html,0
ghanaweb.com,https://www.ghanaweb.com/GhanaHomePage/athletics/Ghana-s-William-Amponsah-to-miss-Boston-Marathon-due-to-visa-issues-737546,data/raw/legit/www.ghanaweb.com_ab8520a3.html,0
tt1069.com,https://www.tt1069.com/dmca.html,data/raw/legit/www.tt1069.com_3779bec3.html,0
clickagy.com,https://www.clickagy.com/privacy/,data/raw/legit/www.clickagy.com_ccd0c8af.html,0
zoznam.sk,http://www.zoznam.sk/blog,data/raw/legit/www.zoznam.sk_3259a87f.html,0
chimpstatic.com,https://chimpstatic.com/,data/raw/legit/chimpstatic.com_789047c7.html,0
dhl.de,https://www.dhl.de/?_random=-1142825362,data/raw/legit/www.dhl.de_c586098a.html,0
spotifyw.vip,https://spotifyw.vip/,data/raw/phishing/spotifyw.vip_e4878d6a.html,1
www.c551005.com,http://www.c551005.com/,data/raw/phishing/www.c551005.com_b591b9d1.html,1
blnancceindex.com,http://blnancceindex.com/,data/raw/phishing/blnancceindex.com_a4898bb3.html,1
sundaysky.com,https://sundaysky.com/about-us/,data/raw/legit/sundaysky.com_c1519497.html,0
ilfattoquotidiano.it,https://www.ilfattoquotidiano.it:443/,data/raw/legit/www.ilfattoquotidiano.it_443_5dca2ae6.html,0
webdav.org,http://webdav.org/,data/raw/legit/webdav.org_8ac6b8a5.html,0
cumlouder.com,https://www.cumlouder.com/21sextury/anal-with-the-model/,data/raw/legit/www.cumlouder.com_0b3e29d0.html,0
www.griffithdds.com,https://www.griffithdds.com/.well-known/madeinchina.com/logon.do.php,data/raw/phishing/www.griffithdds.com_23bf883f.html,1
withgoogle.com,https://20years.withgoogle.com/robots.txt,data/raw/legit/20years.withgoogle.com_3d3267c2.html,0
027saibo.com,https://027saibo.com/,data/raw/phishing/027saibo.com_60ad2b57.html,1
iana.org,https://www.iana.org/,data/raw/legit/www.iana.org_18f9f6b9.html,0
worldatlas.com,https://www.worldatlas.com/?fbclid=IwAR30-pC5cqgA8ApP3PXumHd30DLnSxJ4zm6pkCLDvh93Qvzz5N5bMUhk5z0,data/raw/legit/www.worldatlas.com_9bea9183.html,0
google.rs,https://www.google.rs/ads/preferences/checkgoog?ac_tld=rs&continue=aHR0cHM6Ly9hZHNzZXR0aW5ncy5nb29nbGUucnMvYW5vbnltb3Vz&hl=sr,data/raw/legit/www.google.rs_c7a67872.html,0
osha.gov,https://www.osha.gov/?link_id=12&can_id=f4c391310024cbf0a8117742bc1f9ab4&source=email-ri-afl-cio-e-news-patrick-quinn-of-seiu-1199-retiring-teamsters-251-request-support-agreement-reached-with-bvchc-unionized-caregivers-twin-river-casino-workers-reach-tentative-agreement&email_referrer=&email_subject=ri-afl-cio-e-news-press-release-on-governor-endorsement-labor-movement-in-ri-security-guards-in-warwick-trying-to-form-a-union,data/raw/legit/www.osha.gov_4ad41d1b.html,0
bloomingdales.com,http://bloomingdales.com,data/raw/legit/bloomingdales.com_e7f20955.html,0
i551000.cc:8989,https://i551000.cc:8989/,data/raw/phishing/i551000.cc_8989_b61b6738.html,1
hwg.org,http://www.hwg.org/opcenter/contacts.html,data/raw/legit/www.hwg.org_9c1ed752.html,0
spotify.com,https://spotify.com/?,data/raw/legit/spotify.com_f90b9421.html,0
krfiipwzmtb.ink,https://krfiipwzmtb.ink/,data/raw/phishing/krfiipwzmtb.ink_127d027f.html,1
test-ipv6.com,http://test-ipv6.com/?utm_source=no-ip&utm_medium=blog&utm_campaign=world_ipv6,data/raw/legit/test-ipv6.com_7d0da617.html,0
westcoastchopers.com,https://westcoastchopers.com/new/Fixed/index.php?uid=abc@example.com,data/raw/phishing/westcoastchopers.com_0b87b2ef.html,1
yztrlw.com,https://yztrlw.com/,data/raw/phishing/yztrlw.com_b255ac57.html,1
net-a-porter.com,https://www.net-a-porter.com/ar-ae/,data/raw/legit/www.net-a-porter.com_0880fb4a.html,0
999991l.com,http://999991l.com/,data/raw/phishing/999991l.com_ee67e681.html,1
disqus.com,https://disqus.com/,data/raw/legit/disqus.com_9e2dfdec.html,0
google.com.py,https://www.google.com.py/advanced_image_search?hl=en&authuser=0,data/raw/legit/www.google.com.py_fdc65e4b.html,0
www.marchanordicacadiz.com,http://www.marchanordicacadiz.com/ws-eBaiSAPI.allSi-gn-In2Fmy2FhomeFCurrentPage3DMyeBaIAllSelling26ssPageName/,data/raw/phishing/www.marchanordicacadiz.com_7ab90773.html,1
xkcd.com,https://xkcd.com/1/info.0.json,data/raw/legit/xkcd.com_99cbd708.html,0
opaque.net,http://opaque.net/,data/raw/legit/opaque.net_1f224655.html,0
doubleclick.com,http://www3.doubleclick.com/dmacs/submit.html,data/raw/legit/www3.doubleclick.com_16b3ee9f.html,0
itch.io,https://itch.io/app/download?platform=linux,data/raw/legit/itch.io_6ff7b006.html,0
www.5510055.vip,https://www.5510055.vip/,data/raw/phishing/www.5510055.vip_0a30061a.html,1
m.lygthb.com,https://m.lygthb.com/jiaocheng/15024.html,data/raw/phishing/m.lygthb.com_e855d299.html,1
videolan.org,https://www.videolan.org/?ref=todobi.com,data/raw/legit/www.videolan.org_f7465d74.html,0
bidease.com,https://bidease.com/blog,data/raw/legit/bidease.com_e1b8b3af.html,0
kmv.ru,https://kmv.ru/,data/raw/legit/kmv.ru_37de09d4.html,0
teronomy.bausper.com,https://teronomy.bausper.com/en/,data/raw/phishing/teronomy.bausper.com_343e3b23.html,1
m.52xmpt.com,http://m.52xmpt.com/,data/raw/phishing/m.52xmpt.com_c58ccd3e.html,1
www.geminiyelken.com,http://www.geminiyelken.com/,data/raw/phishing/www.geminiyelken.com_7ddc0b09.html,1
www.99955cp5.com,http://www.99955cp5.com/,data/raw/phishing/www.99955cp5.com_fa210c8d.html,1
serverwatch.com,https://www.serverwatch.com/article.php/3869511/For-Sale-Linux-OS-and-Other-Assorted-Assets,data/raw/legit/www.serverwatch.com_61aa8eda.html,0
xero.com,http://xero.com,data/raw/legit/xero.com_b6c3d26a.html,0
document.angelbridalonline.com,https://document.angelbridalonline.com/,data/raw/phishing/document.angelbridalonline.com_d198bc6a.html,1
paypalloginin-usa.blogspot.com.eg,http://paypalloginin-usa.blogspot.com.eg/,data/raw/phishing/paypalloginin-usa.blogspot.com.eg_1b95ea39.html,1
40142775365.com,http://40142775365.com,data/raw/phishing/40142775365.com_e77b4119.html,1
saibo779.cc,https://saibo779.cc/,data/raw/phishing/saibo779.cc_5ecec7ad.html,1
wsaq2.bet365999555.com,http://wsaq2.bet365999555.com/,data/raw/phishing/wsaq2.bet365999555.com_a77dfcc2.html,1
utwente.nl,https://www.utwente.nl/.uc/f2236b542010208a36c01d486110450b97aabd2cf3c1200/UT%20Coordinated%20Vulnerability%20Disclosure%20Policy%20Research%20v1.2def.pdf,data/raw/legit/www.utwente.nl_6a20d110.html,0
tuoitre.vn,https://tuoitre.vn/1-000-tan-ca-chet-dat-vao-bo-bien-nhat-ban-2023121010263427.htm,data/raw/legit/tuoitre.vn_6c510a4f.html,0
store.wallpaperenginelive.com,https://store.wallpaperenginelive.com/,data/raw/phishing/store.wallpaperenginelive.com_95da360f.html,1
www.pittur.pitimbu.pb.gov.br,https://www.pittur.pitimbu.pb.gov.br/es?redir=https://zfrmz.com/5X8g1YZ3jzXblIofoHGd,data/raw/phishing/www.pittur.pitimbu.pb.gov.br_7fd4e0b0.html,1
facebook.clbug.com,https://facebook.clbug.com,data/raw/phishing/facebook.clbug.com_2f036d43.html,1
youradchoices.com,https://youradchoices.com/,data/raw/legit/youradchoices.com_e2158e97.html,0
hankyung.com,https://www.hankyung.com?aid=201701020995a,data/raw/legit/www.hankyung.com_699140a5.html,0
zovkphgl.link,http://zovkphgl.link/,data/raw/phishing/zovkphgl.link_79efe047.html,1
115313e.wcomhost.com,https://115313e.wcomhost.com/,data/raw/phishing/115313e.wcomhost.com_41e8ff56.html,1
free.fr,https://www.free.fr/,data/raw/legit/www.free.fr_d1722ab5.html,0
gemini68.cc,http://gemini68.cc,data/raw/phishing/gemini68.cc_a5283626.html,1
888cp005.com,http://888cp005.com,data/raw/phishing/888cp005.com_aa6ee97a.html,1
wheresthepaper.org,http://wheresthepaper.org/abab/Linkedin/index.php,data/raw/phishing/wheresthepaper.org_53423673.html,1
ecnavi.jp,https://ecnavi.jp/,data/raw/legit/ecnavi.jp_9e706654.html,0
google.de,http://Www.Google.de,data/raw/legit/Www.Google.de_ef761045.html,0
futura-sciences.com,https://www.futura-sciences.com/,data/raw/legit/www.futura-sciences.com_7f67d348.html,0
rolls3.com,http://rolls3.com/,data/raw/phishing/rolls3.com_61859f18.html,1
freegames.com,https://www.freegames.com/game/Airport-Security-Simulator,data/raw/legit/www.freegames.com_31b46cd6.html,0
cwi.nl,https://www.cwi.nl/about/organization/advisory-committees,data/raw/legit/www.cwi.nl_47fb493d.html,0
hotxv.com,https://hotxv.com/tags/1080p,data/raw/legit/hotxv.com_4585ae22.html,0
united.com,http://www.united.com/,data/raw/legit/www.united.com_530a3db8.html,0
engadget.com,https://www.engadget.com/1010-music-lemondrop-and-fireball-nanobox-synthesizer-review-130035502-130035892.html,data/raw/legit/www.engadget.com_d77052ef.html,0
3650102.cc,https://3650102.cc,data/raw/phishing/3650102.cc_a0712852.html,1
signup.metamap.com,https://signup.metamap.com/?merchantToken=6501bce7f085e3001ca91fe8&flowId=651459c1a9be1c001c0643d8&&encryptionConfigurationId=6556578f9322b1001c9256a3&nopersist=true&metadata=%7B%22orderId%22:%223744688603%22,data/raw/phishing/signup.metamap.com_1207c42d.html,1
limelight.pk,https://www.limelight.pk/blogs/news/a-tale-of-cambric-unstitched-collection-by-limelight,data/raw/legit/www.limelight.pk_64651c23.html,0
hubspot.net,https://cdn1.hubspot.net/hubfs/22087603/The%20best%20type%20of%20video%20for%20your%20business%20guide%20-%20Stepney%20Studios.pdf,data/raw/legit/cdn1.hubspot.net_55eab70e.html,0
hotstar.com,https://www.hotstar.com/ca/21st-century-songs-round-spoorthi/1000052024,data/raw/legit/www.hotstar.com_022352d2.html,0
