Date,Score,Url,IP
2025-04-05 10:05:59,7.1,https://suscripcion-suspendida-2025.com/how/calcul.php,195.211.190.205
2025-02-22 19:35:55,7.1,http://office-whctklbfqsmxrv.com/M3mail@b.c,52.191.175.126
2025-04-03 10:59:16,7.1,https://agripro-fr-e33e6a92f474e96bf.com/login.php?SID=wlM9uJo8ADZ1iqmXLER3vSbNyKBPFfHCgUzGptn076T4dxsjQkecVrY2haWO5Iy4csZlfJLnHCXIgk9oi6tv7FGOdjmA1S5PTzKMU8wreNaWpBxQVYbh2q0RE3Du261208330,217.160.0.95
2025-02-14 12:38:55,7.1,https://onedrive.service-office365.com/zKUPAErEXUR8?/g/personal/michael_dop_ammega_com/ETvMuE2HPLpPgskR0RfHG0sBk3kf43GwtcnE26u0vW301g?e=rF2mfd,2606:4700::6812:8f7
2025-04-05 10:02:31,7.1,https://secured-document-viashare-portl-config.powerappsportals.com/autodiscover-online-access-portal-access-login/?alt=media&token=259c06ad-af74-40ab-a37b-b5c88170745a#example%40example.com,20.50.2.63
2025-02-10 12:48:58,7.1,https://amazon8828.net/index/login/forget.html,116.204.133.123
2025-03-11 23:08:14,7.1,https://x-formpm.com/,172.67.206.115
2025-02-11 10:13:22,7.0,https://portfolioforms.top/SruOH5M68JciTGbRp7qglmxvGjEi4Sarbvqe264esXF1IMeLJJR/dRLBYRiUSwvb2N7e1txGIxBxHE2%20RKfTAQC8fv0ad/f1%209tWsmlUCQ7y8QCCgSRfZHEhuUCUaEzNnZGeLxuHoPuvf/we.php?email=3mail@b.c,185.11.145.145
2025-04-05 19:30:15,7.0,https://365800082.cc,13.94.61.24
2025-03-23 21:34:38,7.0,https://point-relaisfrance.com/pac/calcul.php,45.139.104.165
2025-02-11 10:20:15,7.0,https://www.roblox.com.ni/games/2753915549/Blox-Fruits?privateServerLinkCode=481133598455905461494165173698,5.252.33.158
2025-03-11 23:04:48,7.0,https://officiallmlbbredeem.merchats.com/verify.php,104.21.14.181
2025-03-09 23:09:50,7.0,http://instagram.archive.com.im/video/5816660293,66.33.60.66
2025-02-26 09:37:49,7.0,https://panelflm.net/app.php?number=+58412-9953689&location=Venezuela%20(Bolivarian%20Republic%20of,23.254.130.83
2025-04-05 10:14:14,7.0,https://www.r.oblox.com.co/games/2753915549/Blox-Fruits?privateServerLinkCode=56760321459239436100227265617429,5.252.33.166
2025-03-12 21:32:44,7.0,https://khr.lfp.mybluehost.me/intesasanpaolo/web/login.php/,50.6.3.255
2025-03-26 21:33:32,7.0,https://archmetrics.org/zzzx./dayo/1559821/YXAuZGVwdEB0cnVseW5vbGVuLmNvbQ==&$%25%25,199.188.201.131
2025-03-18 21:39:03,7.0,http://steam.communitydisscussion.com/9af08802c52e.html,94.156.177.176
2025-04-04 09:34:10,7.0,https://reuqxwctcwpxj3brxhksjvubekcn6fngcgplszqellgjgbeq4kza.g8way.io/iSkL2FMVn3TsMbnVJNaBIoTfFaYRnrlmBFrMkwSQ4rI?email=3mail@b.c,2606:4700:20::681a:5da
2025-03-07 23:05:00,7.0,http://7776958.com,23.248.226.74
2025-02-17 09:45:13,7.0,http://www.tongoipapua.org/homee/_/agricolev1/pwncore/region.php,198.54.114.213
2025-03-26 21:39:16,7.0,https://rolastopas.cc/go/y264u2a4/03b4.php/y264u2a4/03b4,92.255.57.4
2025-03-08 21:44:13,7.0,http://naszepogorzale.pl/media/editors/tinymce/5b67ffae3b3b603efbf8c83325dd7e38/,87.98.239.40
2025-02-26 09:39:53,7.0,https://www.artinstagram.com/archives/3338.html,114.55.2.139
2025-02-22 19:45:52,7.0,https://808.top-qwe123-asd456-zxc789.yyssiocugseigqia.com/r/5566,66.203.146.55
2025-03-26 21:41:21,7.0,https://vn.run/@pagehelp05,35.240.139.66
2025-04-05 09:40:54,7.0,https://express-mondiai.com/pac/calcul.php,179.43.172.148
2025-03-07 23:05:02,7.0,http://77877bb.com,23.248.226.74
2025-03-07 23:05:30,7.0,http://cpvip58.com,23.248.226.75
2025-03-07 21:31:49,6.9,https://annulation-checkpoint.com/unsubscribe.php,94.156.227.209
2025-02-19 11:01:01,6.9,https://inveravica.com/wp/wevili/FERO/12/paiement.php/,67.20.113.236
2025-02-09 14:10:00,6.9,https://www.cognitoforms.com/Xyr3qdvhdetryzwyfx/SignInToCurrentlyATT,20.246.218.104
2025-04-05 19:30:22,6.9,https://3658519.cc,52.128.228.29
2025-04-07 09:32:54,6.9,https://www.goldminingexpresstracking.live/ship/index.html,45.67.14.178
2025-03-26 21:35:43,6.9,https://discord.paypopeye.com/?yclid=13864326496318128127,2a03:6f00:1::5c35:60f5
2025-03-31 09:31:38,6.9,https://pi.piimaallchaiin.com/gigny/login2.php,104.21.96.1
2025-03-26 12:38:55,6.9,https://locker-monrelais.com/index.php,94.156.227.209
2025-04-05 10:08:59,6.9,https://update-nt.com/67eac47d5c490/000565e596051b48bf2f12e2dbdb5a3569b76575/,64.191.166.198
2025-04-07 22:55:22,6.9,https://helpnets.info/1b84b3a857da264d73k8079775181bd46607.html/,104.26.3.117
2025-04-02 10:52:21,6.9,https://spoonriver.com/.well-known/acme-challenge/acme/users/others/index.html#someone@example.com,104.21.44.112
2025-03-07 23:12:40,6.9,http://x33896.com,23.248.226.74
2025-03-09 23:13:00,6.9,https://bet365chile.net,2606:4700:3036::6815:5aa0
2025-03-10 09:39:00,6.9,https://paypalloginin-usa.blogspot.com/2023/02/,142.251.40.193
2025-02-18 09:59:24,6.9,https://sites.google.com/view/zqwez/home,142.250.65.238
2025-02-16 03:49:48,6.9,https://office365.id475869.net/index.html,105.129.161.206
2025-03-06 23:01:59,6.9,https://551000m.cc/,104.21.48.1
2025-03-05 00:39:41,6.9,https://cc2323.cc:8989,20.239.57.18
2025-03-04 22:04:11,6.9,https://pay.hotmart.com/T96846247H?off=krjboxjt&amp;checkoutMode=10&amp;hidebillet=1&amp;utm_source=instagrambiojLj67c5d0072a078c449228f4b0&amp;fbclid=PAZXh0bgNhZW0BMQABpnIgQCWHg4slMkn3b5nur4KbqJY34DhaQ_GEQUyT-9LkSREU7EUkBL-swQ_aem_Tw-FYTUN4NA1-kPJDIiAng&amp;utm_campaign=&amp;utm_medium=&amp;utm_content=&amp;utm_term=&amp;xcod=instagrambiojLj67c5d0072a078c449228f4b0hQwK21wXxRhQwK21wXxRhQwK21wXxRhQwK21wXxR&amp;sck=instagrambiojLj67c5d0072a078c449228f4b0hQwK21wXxRhQwK21wXxRhQwK21wXxRhQwK21wXxR&amp;bid=1741017109159,108.139.29.25
2025-03-30 22:59:57,6.9,https://unilatina.edu.co/chase/6462717850/,162.241.24.134
2025-03-01 21:43:05,6.9,http://www.artbyshai.com/Rqc-uCQc~Ru/fdm/http/https/spdy/quic/h/h/,163.182.175.171
2025-03-09 21:37:55,6.9,http://pagina.pro/Facebook-two-step-verification-two-factor-encrypted-context-Login-Bussines2025,157.230.55.150
2025-03-06 23:03:35,6.9,https://eu.jotform.com/app/250644763539364,2606:4700::6812:196b
2025-03-06 23:02:03,6.9,https://551008l.cc/,104.21.53.232
2025-02-17 09:42:34,6.9,http://steamconmnunity.com/10345345633,2606:4700:3030::6815:7001
2025-03-18 21:36:04,6.9,https://mejorahub.com/newPP,119.18.54.176
2025-04-05 19:30:24,6.9,https://3658520.cc,52.128.228.30
2025-04-05 19:30:27,6.9,https://3658521.cc,52.128.228.28
2025-02-22 19:44:07,6.9,https://365.qwe123-asd456-zxc789.xinxuezz.com/xin,147.92.38.89
2025-03-25 21:38:03,6.9,https://www.j551000.cc:8989/,20.239.57.18
2025-03-19 11:16:24,6.9,http://www.551005q.cc/promo.html,2606:4700:3030::6815:6001
2025-04-03 21:34:29,6.9,https://re-livraisons.com/index.php,45.139.104.24
2025-02-18 23:06:32,6.9,https://www.ruyi-infotech.com/web3/12524.html,2606:4700:3031::6815:5cb4
2025-02-19 09:40:46,6.9,https://8809mail000.com/pruna00878986hol/yilport.html,104.21.48.1
2025-03-27 21:49:02,6.9,https://www.caimaosheng.com/news/25968.html,2606:4700:3030::6815:5001
2025-03-07 21:47:05,6.9,http://www.551006l.cc/,2606:4700:3030::6815:6001
2025-03-09 21:42:13,6.9,https://steammcommunuity.com/profiles/7654159823716584,2606:4700:3030::6815:5001
2025-02-19 09:49:44,6.9,https://variance-consulting.ca/wp-content/indix.php/,64.34.156.148
2025-03-19 12:44:09,6.8,http://www.666990.com,16.163.202.135
2025-04-05 19:32:27,6.8,https://7893656.vip,20.239.97.157
2025-02-22 19:42:22,6.8,https://1056672.com,103.21.88.45
2025-03-13 23:06:51,6.8,https://f551004.cc:8989,20.239.57.18
2025-04-05 19:32:09,6.8,https://7365vip99.com,18.163.188.244
2025-02-22 19:42:34,6.8,https://133806.com,15.197.225.128
2025-02-22 19:44:47,6.8,https://5510006.net:8989,20.239.57.18
2025-02-21 21:41:50,6.8,https://www.bet6505365.com/,20.2.30.156
2025-02-22 19:46:23,6.8,https://a.656602.com,2606:4700:3037::ac43:82aa
2025-02-22 19:45:01,6.8,https://551003.cc:8989,20.6.155.231
2025-03-13 21:34:49,6.8,https://livraisons-reprogrammation.com/pac/calcul.php,172.86.69.79
2025-02-10 12:55:25,6.8,https://www.3656kvc.com/,20.239.97.157
2025-04-05 09:48:20,6.8,https://httpss-www-robiox.com/users/2635153921/profile,172.67.195.207
2025-03-15 11:11:41,6.8,http://www.p36577.com/,20.239.97.157
2025-03-15 11:11:14,6.8,http://www.b551008.cc/,20.6.155.231
2025-03-27 06:29:31,6.8,https://mondiaitracking.com/pac/calcul.php,179.43.172.148
2025-03-10 21:37:30,6.8,https://metacase2661.com/login-facebook.php,14.225.231.69
2025-04-07 00:33:05,6.8,http://www.638cpf.com,45.204.10.22
2025-02-28 09:48:06,6.8,http://www.5510006.top/,20.239.57.18
2025-02-27 12:41:18,6.8,https://elsl.com/adob33e/D202HL/u.php,162.144.39.52
2025-03-02 21:37:08,6.8,https://bitcbatl-eform.net/login.php,193.143.1.225
2025-02-18 09:41:00,6.8,https://binbullion.com/87uydfv/index.html,64.37.59.234
2025-03-17 21:38:26,6.8,https://roblox.tg/games/15502500138/Just-a-baseplate?privateServerLinkCode=78695664372369438917482047125497,185.71.66.140
2025-02-28 11:12:08,6.8,https://pinbo3656c.com,20.239.97.157
2025-04-06 21:38:45,6.8,https://www.3a6b5c6.cc/,20.239.97.157
2025-02-15 10:05:13,6.8,https://fsx1163.top/,34.92.185.84
2025-04-03 21:37:07,6.8,https://www.g0oge.com/index.php,45.139.104.24
2025-03-13 09:29:45,6.8,https://dsp.amazon-logistics.com/l/714563/2024-12-17/46365c,18.208.125.13
2025-02-22 20:00:28,6.8,https://b551008.cc:8989,20.6.155.231
2025-02-22 20:02:38,6.8,https://bet83036.com/egame/136,154.86.18.242
2025-03-12 21:37:22,6.8,http://szrjxkj.com/shuziquan/8621.html,38.174.150.133
2025-03-13 23:04:55,6.8,http://kjhgt55555555555.blogspot.cz,2607:f8b0:4006:823::2001
2025-04-05 10:00:29,6.8,https://roblox.mq/games/74260430392611/CITY-Rebirth-Champions-Ultimate?privateServerLinkCode=19054895708106533107402134728422,185.71.66.140
2025-03-25 21:37:56,6.8,https://www.esus-it.hu/product-hun-43597-Intel-Xeon-feldolgozo-E5-2697v2-mely-a-Lenovo-gepekbe-szant-30MB-Cache-12x-2-70GHz-46W4374-RFB.html/index.php/index.php,5.149.162.172
2025-02-22 20:00:24,6.8,https://b551006.cc,20.6.155.231
2025-04-08 09:37:53,6.8,https://norisck.zeabur.app/ops/netmu/netflix/auth/signin.php,54.219.66.111
2025-02-14 12:37:58,6.8,https://krfiipwzmtb.ink/,104.21.16.1
2025-03-13 23:05:22,6.8,https://9878818.com,45.138.71.205
2025-02-22 19:45:22,6.8,https://6676757.sitex.sa.com,2606:4700:3033::6815:33c9
2025-02-25 21:46:19,6.8,http://www.shockaholic.net/jgr/indexx.php/,66.175.58.9
2025-03-06 09:43:06,6.8,http://wsaq2.bet365999555.com/,137.220.146.234
2025-04-07 21:39:01,6.8,https://wyomingrealestateclasses.com/a/Email.php,192.185.13.169
2025-02-22 19:44:34,6.8,https://480606.com,15.197.225.128
2025-03-18 11:07:25,6.8,http://www.dy666666.com,108.186.91.242
2025-04-05 19:43:40,6.8,https://c551004.cc:8989,20.6.155.231
2025-02-25 21:45:03,6.8,https://www.alfolw.dk/[email%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82protected].zip,2a04:3740:2:0:185:26:107:42
2025-04-05 20:02:16,6.8,https://fc76.infroil.com,23.95.186.190
2025-04-05 10:02:55,6.7,https://share-eu1.hsforms.com/2kRVtGT7hRA6a2eEeZMQBZQ2ewm6w,172.65.198.19
2025-04-02 21:30:09,6.7,https://agripro-tracteur-564478.com/login.php?sid=vkspw9jzk58sc0tf6gidiy27ntoeeo3vd1unh4muwclgqzbflabxjhraqmryxpn7lzri3q41beg0lusgxfdjdn6vtew9wkcjhpophuomfaqsty2mzi85bckvayxr87508969981,217.160.0.116
2025-03-28 21:37:14,6.7,https://t8kzr9mnn1qeveqn.bayareasantaclausexperience.com:8443/impact?PpRH5jVSZM3d4mfP5hg26IB3RSP7myzK=3mail@b.c,2606:4700:3037::6815:229b
2025-04-06 00:38:19,6.7,https://steamcommunity.comprofiles76561199164738635.l1ve709.com,2602:faa9:3006:1393:7d5:5dfb:ce6b:3586
2025-04-06 06:33:11,6.7,https://acc-stream-support.com/how/calcul.php,45.139.104.24
2025-03-18 00:31:54,6.7,https://gbwhatsapppro-in.com/download/gbwhatsapp-pro-apk-download-new-version,2a02:4780:4e:6204:7abc:e230:b758:c223
2025-03-09 21:40:31,6.7,https://kol.vin/@hxlap,104.21.80.1
2025-02-09 22:12:57,6.7,http://sweetsix0.wixsite.com/verifyumailnow/,34.144.206.118
2025-02-22 09:40:34,6.7,http://o365-doc-uments.com/d589ec8728b403f0eb972eaeb7629d6b6670e3b3841c3LOGd589ec8728b403f0eb972eaeb7629d6b6670e3b3841c4,52.191.175.126
2025-03-07 21:35:47,6.7,https://gemeeminlogin.webflow.io/,2606:4700:4400::ac40:9708
2025-04-07 09:33:58,6.7,http://www.supportcom.online/f810cbacd72b9542a4u8c4bb1cc0b2ef1d9c.html,2606:4700:20::ac43:4680
2025-02-16 03:37:35,6.7,https://credit-agricolessss.tode.cz/@@/,2001:1ab0:7e1e:220:ed:0:140:53
2025-02-21 12:34:08,6.7,https://bodhimandala.com/.well-known/ssl.webmail.aruba.it/mailbox.aruba.it/verifica_identity.myaccount.user_aruba.mail/user_sign_in/sme/login.htm,108.179.200.178
2025-03-21 09:27:00,6.7,http://libertyrunhome.com/,196.251.83.152
2025-03-15 21:33:29,6.7,https://discord-download.browsers-bazze.ru/?etext=&yclid=12393266045916282879,95.181.228.223
2025-03-01 09:45:54,6.7,http://www.551008q.cc/mobile-api/v5/origin/loginSwitchCheck.html,2606:4700:3037::6815:3910
2025-02-14 21:46:11,6.7,http://www.smobilliilaafipnkki.com/,2606:4700:3032::ac43:99c1
2025-04-05 11:13:00,6.7,https://livraison-suivi2025.com/pac/calcul.php,45.139.104.81
2025-04-08 21:38:02,6.6,https://steamcommuurnity.com/id/7656122076221645,104.21.16.1
2025-03-10 06:47:03,6.6,https://fr-checkpoint.com/?data=andre.sannicolas@icloud.com%7Candrea%7Cde+san+nicolas%7C230+avenue+de+toulon%7C13010%7Cmarseille%7C0778955618%7C2002-01-21%7Cfr7611315000010421320944722%7Ccepafrpp131%7C02/03/25,94.156.227.209
2025-03-12 11:08:03,6.6,http://857261m493rx.com,23.248.226.78
2025-03-05 17:04:21,6.6,https://www.mondialrelay-reprog-colis.com/pac/calcul.php,213.209.150.180
2025-02-22 19:30:54,6.6,http://moz.good-shop.co/index/login/reg/invite_code/243667,172.67.173.83
2025-04-08 11:01:39,6.6,https://apple.fid.xirau.cn/mim/x5n54u3dq696cx5302s3ow6s05q50x0745h832ea59t739483m.html,118.107.13.92
2025-03-06 23:08:05,6.6,https://s.team-n.cc/p/gkhs-kwlp/pcbaqqbb/,62.60.232.123
2025-03-03 23:06:29,6.6,https://551000q.cc/,2606:4700:3030::6815:4001
2025-02-17 21:38:56,6.6,https://cdn.trytraffics.com/rdr/YWE9Mzc5ODA3OTgwJnNlaT0zMDI4NzA2MSZ0az01a2VObjBpM053UER4aVZpYkM2NiZ0PTUmYz05MGFzODc2ZmQ4OWFzNWZnOGEwOXM,104.21.21.26
2025-04-05 19:32:04,6.6,https://6ibkyf0om5u.netlify.app,2600:1f18:16e:df02::65
2025-02-22 20:02:17,6.6,https://bet365365.bet,35.220.254.208
2025-03-12 11:08:12,6.6,http://888881ww.com,23.248.226.78
2025-04-04 23:01:42,6.6,https://thesweetoffer.com/paiement.php/,148.72.247.209
2025-03-26 06:28:59,6.6,https://colisdelivery.com/pac/calcul.php,185.14.92.147
2025-02-22 20:05:23,6.6,https://bzgheiyuql.shop,172.67.181.35
2025-04-02 21:38:42,6.6,https://wsvbi.shop/,121.127.244.22
2025-03-12 11:08:10,6.6,http://888881kj.com,23.248.226.78
2025-03-17 23:02:28,6.6,https://konfetka-intim.ru/ajax/nexi/f2396884-5742-4068-8bea-a4cbbaf0e425/annuler-transaktions/nexigroup/nets/cc.html,62.109.28.10
2025-04-07 09:32:21,6.6,https://uwzbc1dqjn.sportissimus.com:8443/impact?12lzyi3ojwp8szqs=3mail@b.c,104.21.80.1
2025-04-07 21:37:54,6.6,http://supports-appield.art/aU3V38/code.php/codigo.php/,162.240.147.202
2025-04-05 19:41:48,6.6,https://biglobejp.eth.limo,3.135.72.151
2025-03-08 21:44:29,6.6,https://551004s.cc/errors/605.html,2606:4700:3030::6815:6001
2025-03-31 21:58:29,6.6,https://silkroadvmt.ae/mail/orange/pages/login.php,3.10.10.83
2025-02-11 10:21:14,6.6,http://www.aegtecnoservice.it/public/json2023/,31.11.35.171
2025-02-25 09:47:01,6.6,https://protection.safelinks-office.com/Y9pKjBoKA5c?56d5-4408-93ea-6f8d55a827dc&realm=ammega.com&quarantine,2606:4700::6812:9f7
2025-03-12 11:08:13,6.6,http://888cp005.com,23.248.226.78
2025-03-10 21:34:12,6.6,https://365.qwe123-asd456-zxc789.chinautozone.com/xin/,66.203.146.55
2025-03-25 21:37:01,6.6,https://thefibrestory.com/eeinmm/rjjbnmryegjnqyjgeqnqjgbjbrjybeqnmrqryr-nsbryynfbnmgmmsyyyfnbygfn-eigdinmelxnnelmxemxmx/,162.241.85.217
2025-03-12 11:08:15,6.6,http://888cp009.com,23.248.226.78
2025-02-18 09:56:50,6.6,https://qrfy.io/p/FBlQGve78w,104.18.3.244
2025-03-31 15:33:21,6.6,https://mondiaiservice.com/pac/calcul.php,179.43.172.148
2025-03-28 21:37:01,6.6,https://staemcommunity.icu/profiles/52829086342843,2606:4700:3032::ac43:aef6
2025-03-28 21:38:18,6.6,http://www.in.mt/hZp/,172.67.181.102
2025-03-20 07:57:30,6.5,https://monrelay-aide.com/pac/calcul.php,45.141.215.16
2025-02-14 12:37:31,6.5,https://forupsite.com/landingpages/3fd83007-fc62-4ee1-be6e-376e03991247/pibtliyffepp5qziielg2eterwfbvmaobq2way8cbqa,3.168.122.84
2025-03-14 06:33:13,6.5,https://suivis-colis.com/pac/calcul.php,45.139.104.34
2025-04-04 22:58:44,6.5,https://channelhub.info/26ddef416p2b7749f1taab85af2qcb21a850.html,2606:4700:20::ac43:4b0e
2025-03-20 10:59:57,6.5,https://suckhoeonline.click/wp-content/upgrade-temp-backup/buyer/quotation/buyerservice/mic.html,103.169.35.190
2025-02-25 11:18:01,6.5,http://www.1632888.com,23.248.226.77
2025-02-25 00:49:35,6.5,http://vip70287.com,23.248.226.78
2025-04-08 09:42:27,6.5,https://www.powr.io/form-builder/i/39339480/,2606:4700:10::6816:33f5
2025-02-25 00:35:53,6.5,http://699596.com,45.138.71.205
2025-02-24 11:13:07,6.5,https://smtah66.com/,2606:4700:3030::6815:5001
